,artist_name,pop_artist,tot_followers,track_name,avail_mark,rel_date,pop_track,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,hit,featuring,search,rel_month,rel_day,week_day_out
4302,Various Artists,0,1244844,Minstrel Boy (feat. Conner Brown),178,2015-09-08,0,0.951,0.368,235973,0.251,1e-06,0.0874,-14.612,0.0336,80.113,3,0.197,0,1,Various Artists Minstrel Boy (feat. Conner Brown),9,8,1
4303,Slipknot,82,7365739,Liberate,162,2009-09-09,58,0.000779,0.334,184307,0.99,0.0,0.0744,-3.961,0.187,145.162,4,0.395,0,0,Slipknot Liberate,9,9,2
4304,One Year Later,0,10,Surfing,178,2010-04-01,0,0.00127,0.481,290978,0.909,0.00866,0.313,-4.597,0.0431,118.972,4,0.675,0,0,One Year Later Surfing,4,1,3
4305,Cavo,43,44111,Champagne,161,2009-08-07,52,0.000998,0.366,187293,0.949,1.34e-05,0.0818,-3.676,0.185,184.91,4,0.321,0,0,Cavo Champagne,8,7,4
4306,One Year Later,0,10,Oxygen,178,2010-04-01,0,0.000264,0.281,274991,0.943,4.02e-06,0.281,-4.475,0.0756,136.064,4,0.245,0,0,One Year Later Oxygen,4,1,3
4307,Mötley Crüe,76,3386560,Kickstart My Heart,177,2009-01-01,55,0.00169,0.361,282920,0.97,0.00163,0.357,-4.817,0.284,179.017,4,0.254,0,0,Mötley Crüe Kickstart My Heart,1,1,3
4308,One Year Later,0,10,You're Changing,178,2010-04-01,0,0.0574,0.265,226691,0.687,4.98e-05,0.385,-5.291,0.0341,125.302,4,0.0793,0,0,One Year Later You're Changing,4,1,3
4309,Carrie Underwood,77,4705152,Temporary Home,178,2009-01-01,51,0.731,0.416,268560,0.354,1e-06,0.0925,-6.357,0.0263,80.767,4,0.181,0,0,Carrie Underwood Temporary Home,1,1,3
4310,One Year Later,0,10,Foolish Man,178,2010-04-01,0,0.00507,0.361,269976,0.771,1.06e-05,0.0704,-5.657,0.0416,141.856,4,0.642,0,0,One Year Later Foolish Man,4,1,3
4311,Anarbor,61,173903,You And I,178,2009-03-10,53,0.00135,0.616,177760,0.871,0.0,0.426,-4.128,0.049,119.967,4,0.679,0,0,Anarbor You And I,3,10,1
4312,Jorma Kaukonen,40,22738,99 Year Blues with Sam Bush and Byron House - 2004 (Live),178,2013-02-21,0,0.695,0.634,316493,0.468,0.0119,0.652,-7.937,0.0346,105.942,4,0.554,0,0,Jorma Kaukonen 99 Year Blues with Sam Bush and Byron House - 2004 (Live),2,21,3
4313,JJ Grey & Mofro,55,122217,Tupelo Honey,178,2009-11-04,51,0.449,0.433,286000,0.298,9.07e-05,0.101,-11.074,0.0301,62.03,4,0.353,0,0,JJ Grey & Mofro Tupelo Honey,11,4,2
4314,Various Artists,0,1244844,Tonight's Top Story,177,2009-04-28,0,0.0744,0.184,237933,0.839,0.0,0.387,-9.95,0.205,192.138,4,0.468,0,0,Various Artists Tonight's Top Story,4,28,1
4315,Them Crooked Vultures,54,444821,New Fang,172,2009-11-17,56,7.36e-06,0.278,228639,0.961,0.000662,0.0268,-3.845,0.0607,189.664,4,0.752,0,0,Them Crooked Vultures New Fang,11,17,1
4316,Various Artists,0,1244844,"Incredible Phat (The Coldest Night of the Year) [feat. Liz Pearce, Eric Gunhus, Donna Lynne Champlin, David Larsen, Rick Hilsabeck & Greg Jbara]",172,2009-10-23,0,0.822,0.329,251333,0.328,0.0,0.149,-8.544,0.0342,132.314,1,0.197,0,1,"Various Artists Incredible Phat (The Coldest Night of the Year) [feat. Liz Pearce, Eric Gunhus, Donna Lynne Champlin, David Larsen, Rick Hilsabeck & Greg Jbara]",10,23,4
4317,Mumford & Sons,77,6101144,Winter Winds,2,2009-10-02,51,0.221,0.324,219680,0.494,0.0,0.347,-7.274,0.0319,125.766,3,0.39,0,0,Mumford & Sons Winter Winds,10,2,4
4318,Latte Chill,3,49,Theatre of Memories,178,2009-12-16,0,0.932,0.563,233639,0.285,0.927,0.0846,-19.708,0.0464,99.996,4,0.96,0,0,Latte Chill Theatre of Memories,12,16,2
4319,Bee Gees,81,4687522,Stayin Alive,178,2009-11-03,55,0.0328,0.703,283147,0.831,0.00839,0.218,-7.225,0.0349,103.573,4,0.949,0,0,Bee Gees Stayin Alive,11,3,1
4320,Latte Chill,3,49,Life,178,2009-12-16,0,0.218,0.525,166949,0.659,0.865,0.119,-14.273,0.0314,128.002,4,0.739,0,0,Latte Chill Life,12,16,2
4321,Drake,98,56206656,Little Bit (feat. Lykke Li),173,2009-01-01,54,0.0999,0.758,230484,0.888,0.0336,0.661,-4.899,0.0374,120.392,4,0.771,0,1,Drake Little Bit (feat. Lykke Li),1,1,3
4322,Latte Chill,3,49,Disorder in Rest-Around,178,2009-12-16,0,0.00065,0.641,147905,0.717,0.874,0.0926,-14.07,0.0352,125.005,4,0.87,0,0,Latte Chill Disorder in Rest-Around,12,16,2
4323,Enya,75,1566072,May It Be,178,2009-12-01,51,0.981,0.151,209693,0.172,0.0238,0.133,-17.018,0.0383,81.397,4,0.103,0,0,Enya May It Be,12,1,1
4324,Latte Chill,3,49,Boredom,178,2009-12-16,0,0.0602,0.734,164963,0.372,0.646,0.164,-12.197,0.0306,110.01,4,0.443,0,0,Latte Chill Boredom,12,16,2
4325,Latte Chill,3,49,Born of Nature,178,2009-12-16,0,0.407,0.612,152973,0.813,0.84,0.224,-7.896,0.0389,159.996,4,0.735,0,0,Latte Chill Born of Nature,12,16,2
4326,Bonnie Tyler,71,1214681,Holding Out for a Hero - Single Version,178,2009-03-26,58,0.0057,0.549,261341,0.89,0.00053,0.128,-7.973,0.0613,149.092,4,0.84,0,0,Bonnie Tyler Holding Out for a Hero - Single Version,3,26,3
4327,Latte Chill,3,49,Every Mornings' Asia,178,2009-12-16,0,0.049,0.625,194064,0.732,0.896,0.0681,-11.919,0.0312,120.022,4,0.331,0,0,Latte Chill Every Mornings' Asia,12,16,2
4328,B.J. Thomas,57,149045,Hooked on a Feeling - Rerecorded,177,2009-01-01,53,0.401,0.347,166520,0.476,0.0,0.124,-10.121,0.0312,129.652,4,0.54,0,0,B.J. Thomas Hooked on a Feeling - Rerecorded,1,1,3
4329,Latte Chill,3,49,Melody of the Shadow,178,2009-12-16,0,0.0297,0.764,216294,0.398,0.784,0.124,-14.328,0.0621,109.993,4,0.303,0,0,Latte Chill Melody of the Shadow,12,16,2
4330,Foo Fighters,81,8968145,Wheels,178,2009-11-03,62,0.000495,0.426,278213,0.792,5.1e-06,0.142,-4.709,0.0374,161.994,4,0.557,0,0,Foo Fighters Wheels,11,3,1
4331,Latte Chill,3,49,Dark Sorrow,178,2009-12-16,0,0.0134,0.554,183249,0.509,0.893,0.103,-11.036,0.0419,131.017,4,0.0723,0,0,Latte Chill Dark Sorrow,12,16,2
4332,Shakira,87,22103803,Loba,178,2009-01-01,63,0.403,0.853,189200,0.706,0.046,0.0751,-7.598,0.0451,121.991,4,0.778,0,0,Shakira Loba,1,1,3
4333,Latte Chill,3,49,Improvised Butterfly Tattoo,178,2009-12-16,0,0.00487,0.73,139781,0.487,0.347,0.205,-13.683,0.134,139.895,4,0.606,0,0,Latte Chill Improvised Butterfly Tattoo,12,16,2
4334,Sweet Trip,56,70189,Milk - 2021 Remaster,177,2009-01-01,54,0.535,0.326,265749,0.278,0.328,0.168,-12.489,0.0305,148.896,3,0.266,0,0,Sweet Trip Milk - 2021 Remaster,1,1,3
4335,Latte Chill,3,49,Silent Nite Club,178,2009-12-16,0,0.00522,0.677,212872,0.511,0.9,0.098,-10.472,0.0469,100.015,4,0.432,0,0,Latte Chill Silent Nite Club,12,16,2
4336,Bibio,59,211710,lovers’ carvings,177,2009-06-22,56,0.68,0.558,238640,0.47,0.914,0.532,-5.5,0.0316,118.06,4,0.427,0,0,Bibio lovers’ carvings,6,22,0
4337,Latte Chill,3,49,Gothic Nite Weird Cherry D_i_s_c_o,178,2009-12-16,0,0.11,0.552,207569,0.614,0.86,0.0839,-11.119,0.0405,169.984,4,0.454,0,0,Latte Chill Gothic Nite Weird Cherry D_i_s_c_o,12,16,2
4339,Latte Chill,3,49,Ideas for the Sacred,178,2009-12-16,0,0.0327,0.591,245629,0.597,0.0226,0.0728,-10.795,0.0279,134.993,4,0.0953,0,0,Latte Chill Ideas for the Sacred,12,16,2
4340,Five Finger Death Punch,79,4950298,War Is the Answer,2,2009-09-22,50,4.37e-05,0.502,198320,0.959,0.0129,0.12,-3.523,0.104,184.094,4,0.412,0,0,Five Finger Death Punch War Is the Answer,9,22,1
4341,Latte Chill,3,49,Sad Day,178,2009-12-16,0,0.441,0.593,226351,0.479,0.355,0.0905,-11.767,0.0286,139.979,4,0.564,0,0,Latte Chill Sad Day,12,16,2
4342,Luke Bryan,81,6616109,Drinkin' Beer And Wastin' Bullets,178,2009-01-01,52,0.0126,0.493,259599,0.75,1.73e-05,0.097,-4.748,0.0327,131.984,4,0.246,0,0,Luke Bryan Drinkin' Beer And Wastin' Bullets,1,1,3
4343,Latte Chill,3,49,Maybe 'No' for Storm,178,2009-12-16,0,3.85e-05,0.479,162456,0.802,0.282,0.223,-8.659,0.0597,150.047,4,0.545,0,0,Latte Chill Maybe 'No' for Storm,12,16,2
4344,Five Finger Death Punch,79,4950298,No One Gets Left Behind,2,2009-09-22,50,6.24e-06,0.424,203787,0.956,0.0169,0.313,-3.766,0.0754,155.968,4,0.285,0,0,Five Finger Death Punch No One Gets Left Behind,9,22,1
4345,Latte Chill,3,49,SlowMotion,178,2009-12-16,0,0.0901,0.639,170240,0.532,0.834,0.0897,-13.98,0.0347,110.002,4,0.428,0,0,Latte Chill SlowMotion,12,16,2
4346,Tony Dize,70,2394233,Solos,1,2009-11-17,49,0.518,0.73,188827,0.706,0.0,0.361,-5.274,0.0802,83.962,4,0.935,0,0,Tony Dize Solos,11,17,1
4347,Latte Chill,3,49,Darker,178,2009-12-16,0,0.0817,0.567,167210,0.798,0.564,0.235,-10.197,0.0376,139.997,4,0.919,0,0,Latte Chill Darker,12,16,2
4348,V V Brown,42,27609,Shark In The Water,2,2009-01-01,49,0.0279,0.554,184293,0.805,0.0,0.359,-3.128,0.0597,98.981,4,0.697,0,0,V V Brown Shark In The Water,1,1,3
4349,Latte Chill,3,49,Grand M$ Open,178,2009-12-16,0,0.00852,0.731,160784,0.548,0.733,0.0822,-13.203,0.0473,108.992,4,0.0538,0,0,Latte Chill Grand M$ Open,12,16,2
4350,Twenty One Pilots,87,20787165,Addict With A Pen,177,2009-12-29,55,0.149,0.553,286507,0.787,3.25e-05,0.102,-7.827,0.0931,139.841,4,0.298,0,0,Twenty One Pilots Addict With A Pen,12,29,1
4351,Factor Chandelier,34,2281,High Post,177,2019-01-15,1,0.434,0.598,200548,0.758,0.0986,0.489,-7.257,0.27,146.024,4,0.629,0,0,Factor Chandelier High Post,1,15,1
4352,Chris Brown,91,14040747,I Can Transform Ya (feat. Swizz Beatz & Lil' Wayne),178,2009-12-08,55,0.048,0.541,228640,0.953,0.0,0.192,-4.229,0.107,111.378,5,0.856,0,1,Chris Brown I Can Transform Ya (feat. Swizz Beatz & Lil' Wayne),12,8,1
4353,Factor Chandelier,34,2281,Skyscraper,177,2019-01-15,1,0.494,0.739,186000,0.557,0.00719,0.124,-9.375,0.156,119.974,4,0.367,0,0,Factor Chandelier Skyscraper,1,15,1
4354,Spongebob Squarepants,57,272587,Ripped Pants,1,2009-07-14,49,0.101,0.768,76813,0.585,0.0,0.445,-8.331,0.119,122.73,4,0.617,0,0,Spongebob Squarepants Ripped Pants,7,14,1
4355,Factor Chandelier,34,2281,Smoke Dance,177,2019-01-15,0,0.716,0.616,164849,0.723,0.636,0.105,-9.187,0.333,98.642,4,0.3,0,0,Factor Chandelier Smoke Dance,1,15,1
4356,Serani,57,111631,No Games,177,2009-10-27,54,0.000755,0.741,188200,0.79,0.0,0.0345,-5.056,0.284,185.779,4,0.806,0,0,Serani No Games,10,27,1
4357,Factor Chandelier,34,2281,Sovereign Soul,177,2019-01-15,1,0.692,0.417,222588,0.8,0.775,0.417,-5.674,0.148,86.03,4,0.659,0,0,Factor Chandelier Sovereign Soul,1,15,1
4358,Fabolous,73,1949190,My Time,174,2009-01-01,55,0.192,0.595,240053,0.819,0.0,0.0588,-6.186,0.143,179.9,4,0.498,0,0,Fabolous My Time,1,1,3
4359,Factor Chandelier,34,2281,Elevated,177,2019-01-15,1,0.581,0.661,204213,0.591,0.00417,0.924,-10.125,0.259,103.571,4,0.686,0,0,Factor Chandelier Elevated,1,15,1
4360,Gorilla Zoe,58,655914,I Got It (feat. Big Block),164,2009-03-16,51,0.431,0.653,243000,0.876,0.0,0.367,-6.286,0.285,159.984,4,0.571,0,1,Gorilla Zoe I Got It (feat. Big Block),3,16,0
4361,Factor Chandelier,34,2281,The Sacred Well,177,2019-01-15,0,0.425,0.497,200288,0.482,0.0298,0.146,-8.669,0.41,139.069,4,0.177,0,0,Factor Chandelier The Sacred Well,1,15,1
4362,Banda Machos,67,977550,La culebra,178,2009-03-24,56,0.591,0.866,187292,0.891,2.63e-06,0.0491,-7.382,0.0849,140.395,4,0.96,0,0,Banda Machos La culebra,3,24,1
4363,Factor Chandelier,34,2281,Hard Hit,177,2019-01-15,0,0.134,0.635,220334,0.774,0.103,0.107,-7.986,0.0751,97.044,4,0.701,0,0,Factor Chandelier Hard Hit,1,15,1
4364,Various Artists,0,1244844,Some Cut (feat. Cutty),178,2009-08-21,50,0.00273,0.901,283387,0.512,0.0,0.0979,-6.468,0.37,85.012,4,0.638,0,1,Various Artists Some Cut (feat. Cutty),8,21,4
4365,Factor Chandelier,34,2281,Famous Future Time Travel,177,2019-01-15,1,0.555,0.57,169960,0.525,0.62,0.105,-9.182,0.0461,119.504,4,0.334,0,0,Factor Chandelier Famous Future Time Travel,1,15,1
4366,Washed Out,62,433676,New Theory,172,2009-09-08,53,0.0505,0.549,168680,0.865,0.189,0.147,-1.827,0.0523,100.511,4,0.355,0,0,Washed Out New Theory,9,8,1
4367,Factor Chandelier,34,2281,Sexy to the Beat,177,2019-01-15,0,0.588,0.741,184633,0.768,0.00894,0.143,-6.536,0.166,99.977,4,0.514,0,0,Factor Chandelier Sexy to the Beat,1,15,1
4368,Paramore,82,6215111,Turn It Off,70,2009-09-28,54,8.08e-05,0.573,259720,0.902,0.000102,0.304,-3.209,0.0299,111.944,4,0.304,0,0,Paramore Turn It Off,9,28,0
4369,Factor Chandelier,34,2281,Fly Paper,177,2019-01-15,1,0.454,0.633,165994,0.674,1.06e-06,0.574,-7.589,0.438,119.418,5,0.826,0,0,Factor Chandelier Fly Paper,1,15,1
4370,Arctic Monkeys,87,12329602,Cornerstone,2,2009-08-25,50,0.00764,0.287,197973,0.721,0.0,0.328,-5.81,0.0387,169.252,4,0.763,0,0,Arctic Monkeys Cornerstone,8,25,1
4371,Factor Chandelier,34,2281,91 Octane,177,2019-01-15,1,0.564,0.726,203373,0.84,2.76e-05,0.318,-9.877,0.243,121.131,4,0.691,0,0,Factor Chandelier 91 Octane,1,15,1
4372,Casting Crowns,69,1418448,Glorious Day (Living He Loved Me),178,2009-11-17,52,0.0589,0.522,280880,0.592,0.0,0.11,-4.287,0.0255,79.026,4,0.393,0,0,Casting Crowns Glorious Day (Living He Loved Me),11,17,1
4373,Factor Chandelier,34,2281,1969,177,2019-01-15,2,0.561,0.667,212493,0.711,0.00165,0.291,-7.282,0.0532,92.582,4,0.708,0,0,Factor Chandelier 1969,1,15,1
4374,Gregory Alan Isakov,68,551613,Dandelion Wine,178,2009-01-01,54,0.784,0.413,184907,0.1,0.381,0.0819,-16.349,0.0332,110.696,3,0.186,0,0,Gregory Alan Isakov Dandelion Wine,1,1,3
4375,Factor Chandelier,34,2281,Downtown Wicked - Demo,177,2019-01-15,0,0.699,0.616,170580,0.544,0.0249,0.11,-9.832,0.148,90.434,4,0.17,0,0,Factor Chandelier Downtown Wicked - Demo,1,15,1
4376,Five Man Electrical Band,41,14969,Signs,4,2009-01-01,52,0.243,0.446,241693,0.731,0.0,0.0935,-10.302,0.0519,153.672,4,0.723,0,0,Five Man Electrical Band Signs,1,1,3
4377,Factor Chandelier,34,2281,Creeper,177,2019-01-15,0,0.155,0.736,214521,0.652,0.255,0.136,-10.069,0.186,93.01,4,0.639,0,0,Factor Chandelier Creeper,1,15,1
4378,New Boyz,60,344800,You're a Jerk,2,2009-09-15,50,0.153,0.931,189053,0.456,0.0,0.0914,-6.206,0.348,99.048,4,0.522,0,0,New Boyz You're a Jerk,9,15,1
4379,Factor Chandelier,34,2281,Hand Bone,177,2019-01-15,1,0.16,0.703,122813,0.819,0.00668,0.142,-8.693,0.341,171.188,4,0.909,0,0,Factor Chandelier Hand Bone,1,15,1
4381,Factor Chandelier,34,2281,Not on Our Watch,177,2019-01-15,0,0.474,0.352,155455,0.839,1.82e-05,0.131,-7.346,0.292,175.496,4,0.235,0,0,Factor Chandelier Not on Our Watch,1,15,1
4382,K'NAAN,63,163216,Wavin' Flag - Coca-Cola® Celebration Mix,2,2009-01-01,50,0.329,0.584,212867,0.768,0.0,0.0587,-4.185,0.058,152.005,4,0.729,0,0,K'NAAN Wavin' Flag - Coca-Cola® Celebration Mix,1,1,3
4383,Factor Chandelier,34,2281,Heaven Up,177,2019-01-15,1,0.745,0.755,226099,0.802,0.0,0.524,-7.447,0.3,95.555,4,0.531,0,0,Factor Chandelier Heaven Up,1,15,1
4384,Selah,56,109009,How Deep The Father's Love For Us,178,2009-08-25,53,0.743,0.222,204133,0.124,0.0,0.186,-12.283,0.0332,175.891,1,0.388,0,0,Selah How Deep The Father's Love For Us,8,25,1
4385,Factor Chandelier,34,2281,Bless Me Out,177,2019-01-15,1,0.591,0.714,230450,0.629,0.246,0.155,-7.207,0.187,99.927,4,0.42,0,0,Factor Chandelier Bless Me Out,1,15,1
4386,Blackberry Smoke,61,236946,Good One Comin' on,178,2009-09-29,52,0.00884,0.402,220787,0.763,0.0,0.372,-5.118,0.038,163.492,4,0.42,0,0,Blackberry Smoke Good One Comin' on,9,29,1
4387,Factor Chandelier,34,2281,Super Things,177,2019-01-15,0,0.715,0.495,186347,0.867,0.00929,0.506,-7.59,0.324,146.477,4,0.691,0,0,Factor Chandelier Super Things,1,15,1
4388,A.R. Rahman,77,13164238,Jai Ho! (You Are My Destiny),93,2009-01-01,63,0.0476,0.657,222400,0.941,0.0,0.0797,-3.919,0.061,136.202,4,0.879,0,0,A.R. Rahman Jai Ho! (You Are My Destiny),1,1,3
4389,Factor Chandelier,34,2281,One Time,177,2019-01-15,1,0.244,0.741,183763,0.732,0.0631,0.319,-6.806,0.096,79.995,4,0.516,0,0,Factor Chandelier One Time,1,15,1
4390,Foo Fighters,81,8968145,Everlong,178,2009-11-03,57,5.69e-05,0.415,249987,0.867,0.000192,0.0883,-5.497,0.0387,157.902,4,0.36,0,0,Foo Fighters Everlong,11,3,1
4391,Mac Miller,87,6164858,The Spins,178,2010-08-13,80,0.0135,0.794,195873,0.766,0.0,0.0785,-3.894,0.0377,127.007,4,0.55,0,0,Mac Miller The Spins,8,13,4
4393,Chief Keef,76,2825688,Love Sosa,5,2012-01-01,74,0.0361,0.772,246213,0.413,0.0,0.111,-8.193,0.089,131.965,4,0.211,0,0,Chief Keef Love Sosa,1,1,6
4395,Bruno Mars,93,32415358,Talking to the Moon,38,2010-10-05,83,0.512,0.523,217867,0.606,0.0,0.106,-4.754,0.0301,145.837,4,0.065,0,0,Bruno Mars Talking to the Moon,10,5,1
4396,Schoolgirl Byebye,39,9914,"Year,2015",178,2020-09-16,25,0.969,0.314,74302,0.0855,0.795,0.16,-15.775,0.0342,69.893,3,0.161,0,0,"Schoolgirl Byebye Year,2015",9,16,2
4397,Roar,70,202926,I Can't Handle Change,178,2010-03-14,81,0.0455,0.247,198213,0.438,0.000871,0.111,-8.479,0.0358,185.716,3,0.39,0,0,Roar I Can't Handle Change,3,14,6
4398,Nothing More,61,295461,Gone (Acoustic 2010),177,2020-10-30,29,0.172,0.265,258787,0.576,0.0,0.0896,-6.99,0.0301,150.84,4,0.225,0,0,Nothing More Gone (Acoustic 2010),10,30,4
4402,The Wonder Years,56,224593,You’re not Salinger. Get over It.,178,2013-02-12,24,0.000743,0.481,222664,0.905,0.0,0.349,-3.66,0.0622,99.214,4,0.6,0,0,The Wonder Years You’re not Salinger. Get over It.,2,12,1
4406,Brandi Carlile,69,520562,"Sixty Years On - Live at Benaroya Hall, Seattle, WA - November 2010",178,2011-05-03,21,0.897,0.295,291640,0.188,0.000495,0.698,-14.399,0.0381,132.638,3,0.051,0,0,"Brandi Carlile Sixty Years On - Live at Benaroya Hall, Seattle, WA - November 2010",5,3,1
4408,Anthem Lights,67,378300,K-LOVE Fan Awards: Songs of the Year (2015 Mash-Up),178,2015-03-31,32,0.397,0.39,182288,0.455,0.0,0.125,-4.247,0.0316,107.012,4,0.358,0,0,Anthem Lights K-LOVE Fan Awards: Songs of the Year (2015 Mash-Up),3,31,1
4410,The Wonder Years,56,224593,Won’t Be Pathetic Forever,178,2013-02-12,23,0.00609,0.42,179969,0.923,0.0,0.043,-4.121,0.221,164.117,4,0.491,0,0,The Wonder Years Won’t Be Pathetic Forever,2,12,1
4413,Kanye West,93,14561895,POWER,178,2010-11-22,78,0.0161,0.542,292093,0.914,0.0,0.744,-4.747,0.113,153.993,4,0.576,0,0,Kanye West POWER,11,22,0
4414,Matt Monro,57,203644,We're Gonna Change The World - Remastered 2010,178,2020-03-13,18,0.468,0.625,218707,0.53,0.0,0.0346,-10.577,0.0334,103.026,4,0.869,0,0,Matt Monro We're Gonna Change The World - Remastered 2010,3,13,4
4417,Dr. Dog,69,388186,Where'd All the Time Go?,178,2010-11-02,77,0.132,0.454,234800,0.82,0.000969,0.115,-4.193,0.0567,166.303,4,0.575,0,0,Dr. Dog Where'd All the Time Go?,11,2,1
4418,The Wonder Years,56,224593,Solo & Chewy: Holdin’ it Down,178,2013-02-12,21,0.00169,0.475,194008,0.971,0.0,0.318,-4.058,0.082,98.819,4,0.517,0,0,The Wonder Years Solo & Chewy: Holdin’ it Down,2,12,1
4419,Bruno Mars,93,32415358,Grenade,38,2010-10-05,75,0.146,0.706,223253,0.558,0.0,0.118,-7.237,0.0593,110.443,4,0.227,0,0,Bruno Mars Grenade,10,5,1
4421,Patrick Watson,73,319823,Je te laisserai des mots,177,2010-09-10,80,0.989,0.303,160853,0.187,0.489,0.101,-16.757,0.0356,132.731,4,0.213,0,0,Patrick Watson Je te laisserai des mots,9,10,4
4422,The Wonder Years,56,224593,An Elegy for Baby Blue,178,2013-02-12,19,0.000692,0.443,145113,0.935,0.0,0.141,-4.168,0.0726,108.933,4,0.504,0,0,The Wonder Years An Elegy for Baby Blue,2,12,1
4424,Anthem Lights,67,378300,K-Love Fan Awards: Songs of the Year (2014 Mash-Up),178,2014-03-04,26,0.829,0.42,213165,0.281,0.0,0.376,-8.204,0.0334,119.515,4,0.229,0,0,Anthem Lights K-Love Fan Awards: Songs of the Year (2014 Mash-Up),3,4,1
4425,Kanye West,93,14561895,Devil In A New Dress,178,2010-11-22,75,0.0175,0.435,351947,0.76,0.0,0.158,-4.935,0.0721,80.082,4,0.206,0,0,Kanye West Devil In A New Dress,11,22,0
4426,The Wonder Years,56,224593,Hey Julie,178,2013-02-12,19,0.342,0.637,164928,0.453,0.0,0.0952,-5.345,0.0322,134.525,4,0.744,0,0,The Wonder Years Hey Julie,2,12,1
4430,The Wonder Years,56,224593,Mike Kennedy is a Bad Friend,178,2013-02-12,18,1.52e-05,0.441,74653,0.863,0.327,0.288,-4.735,0.0565,102.276,4,0.489,0,0,The Wonder Years Mike Kennedy is a Bad Friend,2,12,1
4431,Kanye West,93,14561895,Runaway,178,2010-11-22,75,0.219,0.374,547733,0.568,0.00219,0.513,-3.825,0.109,84.733,4,0.111,0,0,Kanye West Runaway,11,22,0
4432,The Kiboomers,69,25139,The Months of the Year - 2014 Version,178,2015-08-01,28,0.843,0.903,89655,0.262,0.0,0.109,-12.528,0.081,95.098,4,0.681,0,0,The Kiboomers The Months of the Year - 2014 Version,8,1,5
4434,Pink Floyd,83,15078419,Jugband Blues - 2010 Mix,122,2016-11-12,21,0.225,0.381,181747,0.262,3.55e-06,0.198,-12.444,0.041,119.822,4,0.242,0,0,Pink Floyd Jugband Blues - 2010 Mix,11,12,5
4436,Riff Raff,58,164721,Rookie of the Year 2013,177,2013-06-25,18,0.0044,0.773,121500,0.859,0.00711,0.117,-6.459,0.0573,159.955,4,0.577,0,0,Riff Raff Rookie of the Year 2013,6,25,1
4437,Don Omar,84,5671336,Danza Kuduro,57,2010-01-01,75,0.0846,0.4,198773,0.915,0.0,0.0503,-4.89,0.28,88.917,3,0.878,0,0,Don Omar Danza Kuduro,1,1,4
4438,The Wonder Years,56,224593,Leavenhouse. 11:30.,178,2013-02-12,18,7.83e-05,0.432,131443,0.897,0.0,0.0455,-4.302,0.103,144.257,4,0.72,0,0,The Wonder Years Leavenhouse. 11:30.,2,12,1
4440,Tori Amos,59,567069,Pretty Good Year - 2015 Remaster,162,1994-01-31,22,0.933,0.388,205640,0.195,3.97e-06,0.0989,-14.857,0.0339,133.152,4,0.321,0,0,Tori Amos Pretty Good Year - 2015 Remaster,1,31,0
4442,First State,41,18322,Reverie - Dash Berlin Remix,34,2011-01-11,23,0.0131,0.52,537313,0.896,0.0128,0.262,-6.119,0.248,133.82,4,0.372,0,0,First State Reverie - Dash Berlin Remix,1,11,1
4445,Justin Bieber,98,48265045,Baby,173,2010-01-01,78,0.0401,0.728,214240,0.859,0.0,0.111,-5.237,0.137,65.043,4,0.535,0,0,Justin Bieber Baby,1,1,4
4446,The Wonder Years,56,224593,Christmas at 22,178,2013-02-12,17,0.407,0.587,156454,0.597,0.0,0.705,-5.096,0.0294,93.815,4,0.841,0,0,The Wonder Years Christmas at 22,2,12,1
4447,Bruno Mars,93,32415358,Marry You,38,2010-10-05,73,0.332,0.62,230120,0.832,0.0,0.104,-4.848,0.036,144.926,4,0.481,0,0,Bruno Mars Marry You,10,5,1
4448,Iron Maiden,78,6536716,Wasted Years - 2015 Remaster,1,1986-09-29,54,0.0263,0.314,309640,0.959,0.000148,0.161,-4.657,0.0908,154.221,4,0.492,0,0,Iron Maiden Wasted Years - 2015 Remaster,9,29,0
4449,Kid Cudi,86,4987431,Mr. Rager,177,2010-11-09,73,0.389,0.671,294227,0.726,0.882,0.14,-8.689,0.0272,102.002,4,0.581,0,0,Kid Cudi Mr. Rager,11,9,1
4450,The Wonder Years,56,224593,Don’t Open the Fridge!,178,2013-02-12,17,0.00038,0.463,177408,0.95,0.0,0.0384,-3.82,0.0737,107.178,4,0.352,0,0,The Wonder Years Don’t Open the Fridge!,2,12,1
4452,David Bowie,82,7091437,Golden Years - 2016 Remaster,178,1976-01-23,61,0.316,0.68,243280,0.701,4.72e-06,0.111,-10.36,0.036,108.287,4,0.933,0,0,David Bowie Golden Years - 2016 Remaster,1,23,4
4453,Two Door Cinema Club,72,2055247,What You Know,2,2010-02-17,69,0.000715,0.561,191707,0.741,1.4e-05,0.0822,-4.239,0.0419,139.001,4,0.776,0,0,Two Door Cinema Club What You Know,2,17,2
4454,The Wonder Years,56,224593,Buzz Aldrin: The Poster Boy for Second Place,178,2013-02-12,17,0.000166,0.187,172211,0.847,0.0,0.281,-5.075,0.07,91.869,4,0.255,0,0,The Wonder Years Buzz Aldrin: The Poster Boy for Second Place,2,12,1
4455,Gorillaz,83,7286035,Rhinestone Eyes,178,2010-03-03,75,0.0869,0.676,200173,0.703,0.000687,0.0463,-5.815,0.0302,92.761,4,0.852,0,0,Gorillaz Rhinestone Eyes,3,3,2
