,Year,Title,Artist Name,Artist ID
3054,2008,b'Headlock',b'Esser',b'ARSQRPG11C8A4174C6'
3055,2004,b'Kids Of Tragedy',b'Suzi Quatro',b'AR6UVLC1187B9B4D4C'
3056,0,b'Kinky Afro [Remastered Version]',b'Happy Mondays',b'ARPATQ21187B9ACAFC'
3057,1953,b'Comme hier',b'Georges Brassens',b'ARLV8S31187B988B71'
3058,0,b'Too Bad',b'Royal Bubble Orchestra',b'ARKAOAD1241B9CD30A'
3059,0,b'Cheer Up! Smile! Nertz!',b'Eddie Cantor',b'ARSDSMG1187B98CB59'
3060,2009,b'Tenhert',b'Tinariwen',b'ARXI7WU1187FB4D75E'
3061,0,b'New Shoes',b'Dottie Rambo_ The Whites',b'ARADC5W1187B993322'
3062,0,b'Dream On (LP Version)',b'Blackfoot',b'ARKE7ZQ1187FB504BB'
3063,0,b'Sweet Harmony (LP Version)',b'Maria Muldaur',b'ARGJ0911187FB4613F'
3064,2005,"b""Lil' Boy Fresh""",b'Juelz Santana',b'ARZXTEY1187B9997A7'
3065,0,b'Ovanl\xc3\xa4r',b'Br\xc3\xb6derna Djup',b'AR2ABYH1187B9A0C67'
3066,2009,b'Samba de Paris',b'Kyle Eastwood',b'ARM4WGN1187FB3C746'
3067,0,b'The River',b'Curtis',b'ARKHMZB1187B998670'
3068,0,b'Stand Down',b'Stickboy',b'ARWPHQB11F4C83B42B'
3069,2009,b'All Of You',b'Gerald Clayton',b'ARJMGMP124BAE72D46'
3070,1995,"b""Don't Look Back""",b'Grandpa Jones',b'ARQ91R31187FB38A88'
3071,0,b'Juke Appeal',b'DJ Rashad',b'AREPOUG11F4C83D36C'
3072,0,b'Kinghead Shuffle (Little Freddie King)',b'Little Freddie King',b'AR43KFF1187B9B74B1'
3073,0,"b""Mother's Little Helper""",b'Wild Horses',b'ARANDRM1187B98B446'
3074,2007,b'Sun Shower (Single Version)',b'Busdriver',b'ARU9KWP1187B98B2A7'
3075,1992,b'God Smack',b'Alice In Chains',b'ARSW5F51187FB4CFC9'
3076,1997,b'Portland_ Oregon',"b""The Cat's Miaow""",b'AR59C6A1187B9B2143'
3077,2003,b'A Rush Of Blood To The Head (Live In Sydney)',b'Coldplay',b'ARJ7KF01187B98D717'
3078,0,b'Blue Moon',b'T-Bone',b'ARHUQUF1187FB382E6'
3079,0,b'I singe dir es Lied',b'Kisha',b'ARUACR61187FB3AB37'
3080,0,b'Fantasia 6: Mudarra',b'Terry Muska',b'ARMORUX11F50C4EEBF'
3081,0,b'Saturday Night Special',b'Mars Ill',b'ARVDP1V1187FB53341'
3082,0,b'Speak Low',b'Mike Vax',b'AR8E1KA1187B9A18C3'
3083,1981,b'Room 13',b'Black Flag',b'ARQ76LG1187B9ACD84'
3084,1998,b'Synthesizer',b'OutKast featuring George Clinton',b'AR3MSAN1187B98F06B'
3085,0,b'We Got Da Dope',b'Three-6 Mafia',b'ARY55LO1187B9A3F17'
3086,0,b'Feelin` Alone',b'2-Gether feat. Sarinah',b'ARN5MQ11187B98A12D'
3087,0,b'Adventure No. 8',b'Jim Chappell',b'ARWGIOC1187FB4CBEF'
3088,1993,b'Silent Movies (Album Version)',b'Grant Geissman',b'ARIN12F1187FB3E92C'
3089,0,b'Shawty Get Loose',b'DJ Nasty',b'ARGBGC71187FB3DD0B'
3090,1991,"b""Church_ I'm Fully Saved Today""",b'Blind Willie Johnson',b'ARDK0551187FB5AC48'
3091,0,b'Pauvre Jean',b'Jacques Douai',b'ARYDFJA1241B9CBFF2'
3092,0,"b""Fruko's  Boogaloo""",b'Fruko Y Sus Tesos',b'ARHEQ501187FB4F898'
3093,1998,"b'Return Of The ""G'",b'OutKast',b'AR3MSAN1187B98F06B'
3094,2008,b'Laundry & Dishes',b'Adrienne Pierce',b'ARXHDZ81187FB43F80'
3095,0,b'Estoy Contigo',b'Selena',b'AROF4LP1187FB41C51'
3096,1953,b'The Things That I Used To Do',b'Guitar Slim',b'ARPN0NC1187B991591'
3097,0,b'Face',b'Dave Rave_ Mark McCarron',b'ARBJFXO122C8677DF0'
3098,0,b'Vaya (Live At The Beacon Theatre)',b'Ray Barretto',b'ARZCHLM1187FB495C3'
3099,2009,b'Life Of A Star',b'MIMS',b'ARGK9MB1187FB37402'
3100,1959,b'Los Conguitos',b'Mongo Santamaria',b'AR1N6N61187FB4E25E'
3101,2005,b'Samba De Duas Notas',b'Luiz Bonfa',b'ARQCHDN1187FB4C7C2'
3102,0,b'Lontananza',b'Fruko Y Sus Tesos',b'ARHEQ501187FB4F898'
3103,0,b'Halt mich',b'Herbstrock',b'ARPCRUC124549A44E6'
3104,2007,b'Is It A Myth?',"b""K'Naan""",b'ARJCOPY1187FB5C315'
3105,0,b'Long Day (Album Version)',b'Soul Asylum',b'ARQXR6R1187FB46FD6'
3106,2004,b'Lost',b'The Cure',b'ARWA6NT1187FB3F15C'
3107,0,b'Melangt\xc3\xa4ras int\xc3\xa5g i Kallsta',b'Sven Scholander',b'ARECCJL1269FCCE7FD'
3108,0,b'Still Caah Nicer Dan Yard',b'Shaggy',b'ARTYXQC1187B9ACAB2'
3109,0,"b""Quando io leggio... Son gli ebbri... O mio castel... Nell'argilla...""",b'Ram\xc3\xb3n Vargas',b'ARUKJUP12086C14589'
3110,0,b'Rhapsody In Blue',b'Arthur Fiedler;Earl Wild;Pasquale Cardillo',b'ARQIB731187FB3BE17'
3111,2004,b'Everybody Loves You',b'Helmet',b'AR0IVSA1187FB4F069'
3112,0,b'Castle Of My Dreams',b'Tex Williams',b'ARPFKK81187B99878D'
3113,2001,b'The Long Goodbye',b'Miranda Lee Richards',b'ARHHNN41187B98B4D5'
3114,1995,b'Que Devient Ton Poing Quand Tu Tends Les Doigts',b'Miossec',b'ARW3V6T1187B9ACAC4'
3115,0,b'Price Of The Fire',b'John Stewart',b'ARYVJYT1187FB484D7'
3116,0,b'I Only Want To Love You',b'Nicky B',b'ARPGCHN1187B9A2831'
3117,2004,b'Stop It',b'The Frequency',b'ARCRSUM1187FB52AB0'
3118,1985,b'Life Is Wild',b'The Clash',b'AR13CXU1187B9AD30A'
3119,0,b'Es klappert die M\xc3\xbchle',b'Frederik',b'ARTWWNA1187B9B3BD7'
3120,2001,b'O Mein Papa',b'Eddie Calvert',b'AREDBBQ1187B98AFF5'
3121,0,"b""Ain't Goin' To Beg You For That Stuff""",b'The Hokum Boys',b'ARL2XD71187B9B690B'
3122,0,"b""Ruff Ryder's Anthem (Guide Vocal)""",b'Karaoke (Made famous by DMX)',b'ARTE9CG1187B99B1AF'
3123,2005,b'Pretty Girl (Amended Version)',b'No Address',b'ARVTGUZ1187B9AA3DA'
3124,0,b'Aqui Estoy',b'Mr. Grillo',b'ARCTEJY1269FCCF46D'
3125,0,b'Pork Chop Sandwich',b'Hinge',b'ARA3O2C1187B989063'
3126,0,b'Estacao Primeira Da Mangueira_ Viva Do Samba',b'Samba Enredo',b'ARHEBZJ1187FB37C3A'
3127,0,b'Mefistofele/La luna immobile',b'Mich\xc3\xa8le Crider;Eleonora Jankovic;Vincenzo La Scola;Riccardo Muti',b'ARCLGCL1241B9CA830'
3128,2005,b'One of Us',b'Bottom Of The Hudson',b'ARELMNO1187FB52929'
3129,2007,b'Break The Ice',b'Britney Spears',b'AR03BDP1187FB5B324'
3130,0,b'Half Way Up The Stairs',b'Delroy Wilson',b'ARZZRK91187B9A5CA5'
3131,1980,"b""It's Bad For Me (Album Version)""",b'The Roches',b'AR11NP91187B9901B4'
3132,2004,b'Untitled',b'Rhian Sheehan',b'AREOREU1187B99AACD'
3133,2003,"b""I'm On The Run""",b'JennyAnyKind',b'ARGSJW91187B9B1D6B'
3134,2006,b'Sorry Feat. Rafaqat Ali Khan',b'Rishi Rich',b'ARTJJZZ1187B9BA5E7'
3135,2006,b'I Am',b'Devanic',b'AR74W1A1187FB5ACFC'
3136,1958,"b""If I Can't Have You""",b'Jackie Wilson',b'ARHRKTK1187B99E1D5'
3137,0,b'Medley: Father_ I Adore You/More Precious Than Silver',b'Cadet',b'AR1ZNJO1187B993E46'
3138,0,b'Si Tu Me Dices Ven',b'Isabel Pantoja',b'ARUK0W21187B995456'
3139,0,b'Xi Yang Wu Xian Hao',b'Eason Chan',b'ARA8DDQ1187B9AE3A0'
3140,0,b'We Wanna Change Our Band Name',b'Sex Machine',b'ARS5Z5P1187FB3F325'
3141,0,b'Soliloquy (2001 Digital Remaster)',b'Gordon MacRae',b'AR9F71I1187FB46CAF'
3142,0,b'Widescreen',b'Pinch',b'AROJ4RQ1187FB50102'
3143,1970,b'The Devil Made Me Do Dat (LP Version)',b'Young-Holt Unlimited',b'ARTJ9GZ1187B9B46DE'
3144,0,b'Dyna',b'Kanda Bongo Man',b'ARMRQF21187FB54D89'
3145,1994,b'La Bamba',b'The Tokens',b'AR2VROU1187FB532D7'
3146,0,b'Largo',b'Angel Romero / The Academy of St. Martin in the Fields / Iona Brown',b'ARJEPNS1187FB3DEF4'
3147,0,b'Tarha Tinghi',b'Philippe Eidel',b'ARVHRK71187B98BEAE'
3148,1998,b'Pichleh Janam Dee',b'XLNC',b'ARMTIIX1187B9A1896'
3149,0,b'Watermelon Man',b'Johnny Kidd And The Pirates',b'ARXENBZ11F50C47691'
3150,0,b'Controlando El Area',b'Daddy Yankee / Bounty Killer',b'ARBNXYA1187FB51C50'
3151,0,b'Turn This Thing Around',b'El Presidente',b'AR89X161187B9A7581'
3152,2001,b'Boll Weevil',b'Blind Willie McTell',b'ARRU9GR1187FB43F56'
3153,2005,b'Gwithian',b'Luke Vibert',b'ARIMJFK1187FB4ED3E'
3154,2004,"b""EZ Cuz You're Beautiful (Album Version)""",b'Shifty',b'ARE8LV21187B9B9A6B'
3155,0,b'Sitting In A Dim Caf\xc3\xa9',b'Conway Twitty',b'AR26X1C1187B9B0A1B'
3156,0,b'Techno Cumbia',b'Selena',b'AROF4LP1187FB41C51'
3157,1996,b'Manila',b'Martin Denny',b'ARDF6RM1187FB5A409'
3158,1979,b'Decide',b'Chelsea',b'ARQRD391187FB5515A'
3159,2003,b'Temblando',b'Alex Ubago',b'AR05IU31187B9B9A1A'
3160,1981,b'I Want You Back',b'The Plimsouls',b'ARZIXB81187B98FCEC'
3161,2003,b'Heartburn',b'Alicia Keys',b'AR52EZT1187B9900BF'
3162,0,b'Put Your Hand In The Hand',b'Rance Allen Group',b'AR77FBJ1187FB49D8D'
3163,0,b'Woodcarver',b'Glen Campbell',b'AR8H87D1187FB3A841'
3164,2009,b'LDN (Warbox Original Cut Dub)',b'Lily Allen',b'ARKZJ301187FB521B2'
3165,0,b'Artie In The Sky',b'Artie Fishel & The Promised Band',b'ARRFTTO1241B9C8C96'
3166,1992,"b""Through Bucky's Eyes""",b'Michael Gettel',b'ARTK5LU1187B9A654C'
3167,1999,b'Sleepwalkers',b'Non Phixion',b'ARDCE3Q1187B99D0D7'
3168,0,b'Welcome',b'Les Bonapartes',b'ARMFGS71187B98ED03'
3169,0,b'One Shine',b'The Roots',b'AR8RXRI1187FB4104B'
3170,0,b'The Big Rock (LP Version)',b'Maire Brennan',b'ARHOCKY11E2835D7CB'
3171,0,"b""Don't Stop""",b'Flame',b'AR3VSHF1187B9B3002'
3172,2005,"b""What's Your Damage?""",b'Test Icicles',b'ARGWIHH1187B9A79B0'
3173,0,b'Stay With Me',b'Michal',b'ARU34651187B99A264'
3174,2008,b'RECKLESS',b'This Is Hell',b'ARVWIEH1187B9B39B5'
3175,0,b'Tender Lies',b'Beres Hammond',b'ARI4SKQ1187B9B43B0'
3176,1984,"b""Brillantin' Brutal'""",b'Falco',b'AR5DXUU1187B9B0E42'
3177,0,b'Living Dead',b'The Plasmatics',b'ARYSIIT11F50C511A5'
3178,0,b'Gib mir den Tod (Live)',b'Der Moderne Man',b'ARFY8NV1187B9B1961'
3179,0,b'Chao Wo',b'Miriam Yeung',b'ARGGEGH11F4C83C076'
3180,2001,b'Sigui',b'Djelimady Tounkara',b'ARLV03V1187B9A33A9'
3181,0,b'Whispering Grass - Original',b'Dee Clark',b'AR8WHEJ1187B98CDCA'
3182,0,b'It Must Be Love (Live Acoustic Version)',b'Rickie Lee Jones',b'ARXPE571187FB4AFD0'
3183,2008,b'Autobahn (Live)',b'Kraftwerk',b'AR1ZKBE1187FB53629'
3184,2002,b'Frustration',b'Rocket From The Tombs',b'ARTR7971187FB4CF69'
3185,0,b'Slash',b'Long John Hunter',b'ARJIQLJ1187B998316'
3186,0,b'What It Do',b'J.R. Writer_ Jha Jha',b'AR7FN5Y1187B99B248'
3187,1997,b'Midnight Rider',b'Buddy Miles',b'ARIIEQL1187FB5CE68'
3188,2008,b'Two Wars',b'This Or The Apocalypse',b'ARD44H211C8A422686'
3189,0,b'Out Of The Danger Zone (Degarmo And Key Album Version)',b'DeGarmo & Key',b'ARB45GQ1187B98D2B4'
3190,0,b'Miserere: XI. Cor Mundum',b'Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola',b'ARGAJDQ11F50C4EDDF'
3191,1996,b'Lillie Anne',b'Chalk Farm',b'ARJUSOQ1187FB3E063'
3192,0,"b""Take Me To Paradise (Nicky Scanni's Garage Mix)""",b'Will To Will',b'ARYOMNP11F4C842E43'
3193,2002,"b""Thrill Me (Atfc's Jackhammer Re-Rub)""",b'Junior Jack',b'ARFT5CP1187FB50263'
3194,0,b'Sunday Morning (Sony Connect Set)',b'K-OS',b'ARCF06I1187B995398'
3195,1995,b'A Sound That Only You Can Hear',"b""K's Choice""",b'ARMSL551187FB3F4B0'
3196,0,"b""I'm A Believer""",b'Tyrone Taylor',b'ARUBX2Y1187B99CD25'
3197,2008,b'The Other Boleyn Girl - Opening Titles',b'Paul Cantelon',b'AR6L0X71187FB49709'
3198,1967,b'Maiden Voyage (Rudy Van Gelder Edition) (2006 Digital Remaster)',b'Bobby Hutcherson',b'ARU9Q5Q1187FB3D6EB'
3199,2005,b'Up On That Cloud',b'Blue Rodeo',b'ARD842G1187B997376'
3200,0,b'Gaita Gaitero',b'Rincon Morales',b'AR2NJW11187FB3F474'
3201,0,b'Freeword',b'D.O.W.N.',b'ARG3UX61187B9AC05A'
3202,1980,b'Man In A Suitcase',b'The Police',b'ARIPLUN1187B99B9F9'
3203,1981,b'Baltimore Oriole (2004 Digital Remaster)',b'George Harrison',b'ARW9QSZ1187FB4B93E'
3204,0,b'Columbia',b'Oasis',b'ARBUOOR1187B997391'
3205,1959,"b""Baby's First Christmas""",b'Connie Francis',b'AR392MV1187FB3C3FE'
3206,0,b'Liar of Nastrond',b'Goatwhore',b'AREY3RN1187B993C5F'
3207,1983,b'Desperate Man Blues',b'Daniel Johnston',b'AR6CLFP1187B9ACB94'
3208,2004,b'Interlude (Album Version)',b'My Chemical Romance',b'ARKR75V1187FB3D4D5'
3209,0,b'Satanic Majesty',b'PitchBlack',b'ARPVRUC1187FB4F1DE'
3210,0,b'Held Der Tastatur',b'Melanie And The Secret Army',b'AROHUUU1269FB35937'
3211,2010,b'The Nightmare Begins',b'ZombieSuckers',b'ARTXNYR12802FDE977'
3212,2002,b'Open Up Your Mind (Guido Osorio Club Mix)',b'Eyes Cream',b'ARGVBQ31187B9A5F3C'
3213,2009,b'Better Believe It Remix (feat. Bun B_ Trae_ Yo Gotti & Foxx)',b'Lil Boosie feat. Bun B_ Trae_ Yo Gotti & Foxx',b'AR38I491187B9B2F2D'
3214,2008,b'Ready For The Floor (Radio Edit)',b'Hot Chip',b'ARWA8AH1187FB3FC84'
3215,2009,b'Planetary Takeover',b'Snowgoons',b'ARA7EEC1187FB4C392'
3216,2007,b'Bliss',b'The Dreamtree Project',b'AR0BATO119B34038DB'
3217,1987,b'Spencer-Tracey',b'Danny Wilson',b'AR6QQY41187B990574'
3218,0,b'Agrymonyzer (Matsingena Mix)',b'Joy Kitikonti',b'ARHPW8M1187FB5CF11'
3219,0,b'Que paso',b'D.A.R.',b'AR797VK1187B989DDE'
3220,0,b'Just A Glance Away',b'Sam Baker',b'ARBYFR71187B99A2A4'
3221,0,b'You Make Me Feel So Good',b'Simon Harris',b'ARLLANI1187FB5116F'
3222,1987,b'Who Cares',b'Don Gibson',b'AR7CCCC1187FB578FF'
3223,1979,b'Forever Until Sunday',b'Bruford',b'AR8T56O1187FB51C41'
3224,0,b'Lust for life (recorded during the us tour in 1986)',b'Iggy Pop',b'AR5OH2Z1187B9A46A9'
3225,2000,b'Humanity',b'The Berzerker',b'AR0VZWC1187B99BA57'
3226,1973,b'Rosalita (Come Out Tonight)',b'Bruce Springsteen',b'AR91C8S1187B990901'
3227,0,b'Tenemos Amigos',b'Dora The Explorer',b'AR3KXHI1187FB3A8BF'
3228,0,b'Lover',b'Spade Cooley',b'ARVX3V41187FB59E0F'
3229,0,b'Deep Inside',b'Converge',b'ARYOPH81187B98AEED'
3230,2004,b'Hear Me Now',b'Wet Wet Wet',b'AR35YUO1187B9AD83E'
3231,0,b'Gro\xc3\x9fraumbrand',b'ZENFU',b'ARTWKNF1241B9C87E9'
3232,1998,b'Thorns of Charon (Pt. 2) - Emerge from Hades',b'Astarte',b'ARF3L8J1187B9B7866'
3233,1964,b'Yesterdays',b'Vince Guaraldi Trio',b'AR1RHCO1187B9AF0BF'
3234,0,b'To Pirame',b'Imiskoubria',b'AR4CL6I11C8A4158B4'
3235,0,b'El Bipper',b'Los Traileros Del Norte',b'ARGUAHS11F50C4CF7D'
3236,1979,"b""Joe Avery's Piece""",b'Harry Connick_ Jr',b'AR9I1L41187FB37F0E'
3237,0,b'Sonata I.X.1905: I. Preduycha (Jan\xc3\xa1cek)',b'Massimiliano Damerini',b'ARWAMNR11E2835E228'
3238,2004,b'How Insensitive',b'Charlie Byrd',b'ARUP17W1187B98CAB9'
3239,0,b'Shadrach (2009 Digital Remaster)',b'Beastie Boys',b'ARLHO5Z1187FB4C861'
3240,0,b'A Love That Keeps On Giving (Silent Witness Album Version)',b'Jeff And Sheri Easter',b'ARKFYS91187B98E58F'
3241,0,b'Halintamyym\xc3\xa4l\xc3\xa4n aamutoimet',b'Juice Leskinen',b'ARKIYC51187FB4775A'
3242,2009,b'I Saw Destruction',b'The Scare',b'AR0J0OD1187FB3AFB5'
3243,2008,b'Monsoon',b'Jack Johnson',b'ARC8CQZ1187B98DECA'
3244,0,b'Unconditionally (Soul and R&B)',b'Willie Clayton',b'ARUG6DV1187B992475'
3245,2006,b'I Love It [Clubstar Remix]',b'Sneaky Sound System',b'ARDCQM61187B9951CE'
3246,0,b'Are You Home',b'Singing Melody Feat. Robyn',b'ARHINI31187B995C1D'
3247,0,b'World Of The Video Game',b'Shinehead',b'ARNSTES1187FB4FC9B'
3248,0,b'Arrivederci Roma',b'Sergio Franchi',b'ARLNSD41187FB4D9A0'
3249,0,b'Mine Yuh Business',b'Johnny Osbourne',b'ARJDMBO1187B9AD118'
3250,2008,b'No La Dejes Sola',b'Los Titanes',b'ARMWXUE1187B9B9D3D'
3251,2005,b'Christelle Est Une Ordure',b'B\xc3\xa9nabar',b'AROGAPH1187B98CF9C'
3252,2003,b'Punjabian Di Chale Glassi',b'Bally Sagoo',b'ARELFAE1187FB40D0A'
3253,0,b'Burlesque burglary',b'Cool cavemen',b'ARYZ1NG1187FB3FD40'
3254,0,b'Encore',b'Roni Size',b'AR2NJG71187FB5203E'
3255,2002,b'Prove Something (explicit album version)',b'Fat Joe',b'AR2XI6G1187B9AE7DA'
3256,2007,b'Mystic River',b'Blue Rodeo',b'ARD842G1187B997376'
3257,1997,b'My Mind Is Gone',b'3 Steps Ahead',b'AR6PMJQ1187B9B9655'
3258,2009,b'Romance',b'Whitney Cummings',b'ARDUJZJ1252CCFA253'
3259,0,b'Bar Talk',b'Ed Calle',b'ARPOQKS1187B988FE2'
3260,1996,b'Happy Cycling',b'Boards of Canada',b'AROG07L1187FB4C826'
3261,0,b'Urbania',b'Statues',b'AR1DC0611A348EFB30'
3262,0,b'Double Jig: The Rolling Wave',b'Willie Clancy',b'ARXZP9T1187FB4565D'
3263,1997,b'Cursed Again',b'MU330',b'AR06IFV1187B9977EC'
3264,2005,b'We Will Rock You',b'Nickelback',b'ARPAAHK1187B9ABB00'
3265,1999,b'Personal Tragedy',b'Ron Goodwin',b'ARKON4P1187B98B291'
3266,0,b'Fair Diana',b'Johnny Keating & All Stars',b'ARTPVDV1187B9A61F1'
3267,0,b'Heiliges Feuer',b'A Challenge Of Honour',b'ARL1QL91187B994B08'
3268,0,b'Frontiers (LP Version)',b'Bela Fleck And The Flecktones',b'ARJXULI11F4C83C865'
3269,2001,b'Better Way Of Life',b'George Nooks',b'ARB78VW1187B98F81C'
3270,0,b'For Me And My Gal',b'Ed Ames',b'ARYT3BY1187B98C20E'
3271,2008,b'Freedom',b'Jah Cure',b'ARL5BEN1187B98E4D9'
3272,2004,"b""I'm Amazing""","b""Keb' Mo'""",b'ARO0QD41187FB3AB0A'
3273,0,b'Drummer Boy',b'The Clark Sisters',b'AR9YS621187FB5AC07'
3274,0,b'Roman Empire',b'P.o.d',b'AR65OLD1187FB5C103'
3275,0,b'Un Amor En El Olvido',b'Marisela',b'ARXB7B21187B98BEF0'
3276,1968,b'Old Friends',b'Simon & Garfunkel',b'ARIWB161187B9AA1D5'
3277,0,b'Turn Around (LP Version)',b'Chris Rodriguez',b'AR83XLX1187B991E33'
3278,2000,b'Another Year',"b""K's Choice""",b'ARMSL551187FB3F4B0'
3279,0,b'Aurora',b'NAZCA PERU',b'ARKKYQD11F4C83D170'
3280,1986,b'Noches Arabes',b'Los Fabulosos Cadillacs',b'ARL3VGT1187FB40E8E'
3281,1987,b'Memphis In The Meantime',b'John Hiatt',b'AR5LE4K1187FB4C3BE'
3282,0,b'Hatesex (Reborn)',b'Hatesex',b'ARHWRBR119B8669309'
3283,1995,b'Horrible',b'Jack Off Jill',b'ARN2C4X1187B9B363C'
3284,0,b'Circle Of Hands (For A Time Like This Album Version)',b'Sheila Walsh',b'ARMTXSP1187B990581'
3285,0,b'Hary Janos Suite : VI. A csaszari udvar bevonulasa (Entrance of the Emperor and his Court)',b'Neeme Jarvi',b'ARTML781187B9AF080'
3286,0,"b""Ridin' High""",b'The Impressions',b'ARCT5P61187FB3D950'
3287,0,b'Catch Me In The Morning (Album Version)',b'Doug Sahm Tex Mex Trip',b'AR25LGJ1187B9B2492'
3288,0,b'Birdies',b'Danny Elfman',b'AR2H1J41187FB5C640'
3289,2005,b'No Comprimise_ No Regrets',b'Hanoi Rocks',b'ARGYHUI1187B9AC2A5'
3290,0,b'Stand By Me (Freedom Band Album Version)',b'Bill & Gloria Gaither',b'ARDW74M1187B98DA34'
3291,0,b'Tramonto Etnico',b'Daniela Dess\xc3\xac',b'ARFUSID1241B9C9462'
3292,0,b'Peer Gynt - Incidental Music (2004 Digital Remaster): 4.   In the Hall of the Mountain King',b'Staatskapelle Dresden/Herbert Blomstedt',b'AREBSCJ1241B9C7BDF'
3293,1997,b'Destroy 2000 Years Of Culture',b'Atari Teenage Riot',b'AR3TG3X1187FB4D577'
3294,0,b'A la Hora',b'Ocho y Media',b'ARRSNAA11F50C49717'
3295,1989,b'Evil Ways',b'Otis Spann',b'AR243ZT1187B9A98D2'
3296,1988,b'Crack',b'RUN-DMC',b'ARX9YIP1187B98A656'
3297,0,b'Missing',b'Nicola Fasano feat. Paula B.',b'AR2WUJP1187B99364C'
3298,0,b'La Vida Eres',b'Orquesta Sublime',b'ARWGY6U1187B98B228'
3299,2002,b'When The Saints Go Marching In',b'Precious Bryant',b'AR858UO1187FB437B4'
3300,0,b'Baby I',b'Peter Spence',b'AREUIRT11F4C8408E6'
3301,0,b'Drown The Dog!',b'Elmer Bernstein',b'ARWZE8O1187B9B8480'
3302,0,b'Pata Pata',b'Vusi Mahlasela',b'ARW1DZQ1187B9A18E0'
3303,0,b'Atotonilco',b'Marimba Alma De Chiapas De Juan Palacios',b'ARDPPNV11F4C842433'
3304,0,b'Out In The Street (Live In Cleveland_ Ohio)',b'UFO',b'AROATPL1187FB48E12'
3305,0,b'Charley_ My Boy',b'Eddie Cantor',b'ARSDSMG1187B98CB59'
3306,0,b'The Quality of Life',b'Charlie Peacock',b'ARUUXNF1187B98FB36'
3307,2009,b'Humppa',b'Kapelle Herrenweide',b'ARSIECN1257509EBB0'
3308,0,b'Player No More',b'Singing Melody',b'ARHINI31187B995C1D'
3309,0,b'Choral : Komm_ Heiliger Geist_ BuxWV 199 (Remasteris\xc3\xa9 En 2010)',b'Lionel Rogg',b'ARN8NCB1187FB49652'
3310,2008,b'Town Topic (Instrumental)',b'Casiotone For The Painfully Alone',b'ARRJNTE1187FB44E12'
3311,2003,b'Waterfall',b'Jeff Wahl',b'AROMMO41187B99F8FF'
3312,0,"b""It's So Hard To Stumble (When You're Down On Your Knees)""",b'Lou Reid & Carolina',b'ARUNHZF122988ED7DA'
3313,1992,b'Goodnight Girl',b'Wet Wet Wet',b'AR35YUO1187B9AD83E'
3314,0,b'Print',b'Jacob Young',b'ARDD1RC1187B9B52B4'
3315,1978,b'Soon Come (2002 Digital Remaster)',b'Peter Tosh',b'ARW0Z9V1187B9A0699'
3316,2001,b'The Bubble',b'Tha Liks featuring King T',b'ARLLUSZ1187B98ACDC'
3317,0,b'Dios Bendiga',b'Andy & Lucas',b'ARNTTHK1187B98FF64'
3318,2010,b'La Ley De La Vida',b'Fito Paez',b'ARS4KT21187B9B9438'
3319,0,b'Ai De Jie Shi',b'Leo Ku',b'AR8QHU51187B9A3341'
3320,0,b'Because - Part 1',b'Buddy Johnson',b'AR4UJ7O1187B994010'
3321,1996,"b""If I Had My Way I'd Tear This Building Down""",b'Blind Willie Johnson',b'ARDK0551187FB5AC48'
3322,2001,"b""An Afternoon On the Moon (Jet Jaguar's Remix)""",b'Rhian Sheehan',b'AREOREU1187B99AACD'
3323,0,b'The Dance at The Gym',b'The Jets & The Sharks & Leonard Bernstein&The New York Philharmonic Orchestra',b'ARV38Z81187B98E608'
3324,0,"b""Doin' It""",b'Riviera Regime',b'ARJNOOU11F4C845A6A'
3325,0,b'The Education Of Jamie',b'The Family Stand',b'ARZHXR61187FB3D065'
3326,0,b'Jokers and Thieves',b'Chris Vickery',b'ARKKTIY11F4C845817'
3327,0,b'Shi Qu Ni',b'Elva Hsiao',b'ARCRR5X1187FB3BD4A'
3328,2001,b'Awake (Album Version)',b'Onesidezero',b'AREW7CO1187B9A1B0D'
3329,2009,b'Maudits anglois',b'Alexis HK',b'ARE2XN81187B98BB83'
3330,1989,"b""Rainin' In My Heart""",b'The Fabulous Thunderbirds',b'ARBFDJW1187B9AD27A'
3331,1996,b'Wanna Be A Star',b'Kool Keith',b'ARTL6FB1187FB4EAA7'
3332,2005,b'Luminous Bliss',b'Atman',b'AR4MCB01187B98BF5C'
3333,0,b'Boat Day At the Marina',b'Forensics',b'ARP4QQS1187B998E46'
3334,0,b'La Luna Enamora - Original',b'Bobby Capo',b'ARH1UTX1187FB50CAA'
3335,1990,b'When Will I Be Loved',b'Sandy Posey',b'ARFLHWV1187FB4E77F'
3336,0,b'Again',b'Radney Foster',b'ARRRVMG1187FB532AC'
3337,0,"b""Gangsta's Fairytale 2 (Explicit)""",b'Ice Cube',b'AROSI8L1187B9ACD43'
3338,0,b'Fanfare For Freedom',b'US Coast Guard Band',b'ARPMJGA11F4C83BDFE'
3339,0,b'Why We Thugs (edited version)',b'Ice Cube',b'AROSI8L1187B9ACD43'
3340,0,b'Are We Really Doing Your Will',b'The Winans',b'ARFCOGY1187FB454B4'
3341,2001,b'Contessa Entellina',b'Stephan Micus',b'ARN3O411187FB4D859'
3342,0,b'Religion',b'Kathleen Madigan',b'ARY1QJF1187B98EF3F'
